ID,Common name,Stability,Activated formula unit_x,Metal,Nmetal,M_AtomicRadii,M_Electronegativity,M_Valency,M_Affinity,M_Ionization,Activated formula unit_y,Linker,NLinker,L_acid-pKa,L_afpBr1_C3_C3,L_afpC2_C2_C2,L_afpC2_C2_C3,L_afpC2_C3_C3,L_afpC2_C3_N2,L_afpC3_C3_C3,L_afpC3_C3_C4,L_afpC3_C3_Cl1,L_afpC3_C3_F1,L_afpC3_C3_H1,L_afpC3_C3_N2,L_afpC3_C3_N3,L_afpC3_C3_O1,L_afpC3_C3_O2,L_afpC3_C3_P4,L_afpC3_C3_S2,L_afpC3_C4_C3,L_afpC3_C4_C4,L_afpC3_C4_F1,L_afpC3_C4_H1,L_afpC3_C4_N2,L_afpC3_C4_N3,L_afpC3_C4_O2,L_afpC3_C4_P4,L_afpC3_N2_C3,L_afpC3_N2_C4,L_afpC3_N2_N2,L_afpC3_N2_N3,L_afpC3_N3_C3,L_afpC3_N3_C4,L_afpC3_N3_H1,L_afpC3_N3_N2,L_afpC3_N3_N3,L_afpC3_N3_O1,L_afpC3_N3_O2,L_afpC3_O2_C3,L_afpC3_O2_C4,L_afpC3_O2_H1,L_afpC3_P4_O1,L_afpC3_P4_O2,L_afpC3_S2_C3,L_afpC3_S2_H1,L_afpC4_C3_C4,L_afpC4_C3_H1,L_afpC4_C3_N2,L_afpC4_C3_N3,L_afpC4_C3_O1,L_afpC4_C3_O2,L_afpC4_C4_C4,L_afpC4_C4_F1,L_afpC4_C4_H1,L_afpC4_C4_N2,L_afpC4_C4_N3,L_afpC4_C4_O2,L_afpC4_N2_C4,L_afpC4_N2_N2,L_afpC4_N3_C4,L_afpC4_N3_H1,L_afpC4_O2_C4,L_afpC4_O2_H1,L_afpC4_O2_P4,L_afpC4_P4_H1,L_afpC4_P4_O1,L_afpC4_P4_O2,L_afpF1_C4_F1,L_afpF1_C4_O2,L_afpF1_Si4_F1,L_afpH1_C3_N2,L_afpH1_C3_N3,L_afpH1_C3_O1,L_afpH1_C3_O2,L_afpH1_C4_H1,L_afpH1_C4_N2,L_afpH1_C4_N3,L_afpH1_C4_O2,L_afpH1_C4_P4,L_afpH1_N3_H1,L_afpH1_N3_N2,L_afpH1_N3_N3,L_afpH1_O2_N3,L_afpH1_O2_P3,L_afpH1_O2_P4,L_afpH1_P4_O1,L_afpH1_P4_O2,L_afpN2_C3_N2,L_afpN2_C3_N3,L_afpN2_C4_N2,L_afpN2_N2_N3,L_afpN2_N3_N2,L_afpN3_C3_O1,L_afpN3_O2_P4,L_afpO1_C3_O1,L_afpO1_C3_O2,L_afpO1_N3_O2,L_afpO1_P3_O2,L_afpO1_P4_O2,L_afpO2_P3_O2,L_afpO2_P4_O2,L_afpP4_C4_P4,L_efpfam_acrylate,L_efpfam_ketone,L_efpfam_polyamides,L_efpfam_polyanhydrides,L_efpfam_single,L_efpnorm_mol_wt,L_efpnumatoms_none_H,L_efpring,L_mfpChi0n,L_mfpChi0v,L_mfpChi1n,L_mfpChi1v,L_mfpChi2n,L_mfpChi2v,L_mfpHallKierAlpha,L_mfpMQNs13,L_mfpMQNs14,L_mfpMQNs15,L_mfpMQNs16,L_mfpMQNs17,L_mfpMQNs19,L_mfpMQNs20,L_mfpMQNs21,L_mfpMQNs24,L_mfpMQNs25,L_mfpMQNs26,L_mfpMQNs27,L_mfpMQNs28,L_mfpMQNs29,L_mfpMQNs30,L_mfpMQNs31,L_mfpMQNs32,L_mfpMQNs35,L_mfpMQNs36,L_mfpMQNs40,L_mfpMQNs41,L_mfpMQNs42,L_mfpNumAliphaticRings,L_mfpNumAromaticRings,L_mfptpsa,L_linkermetalratio,L_no,L_noh,L_nh2o
45,MOF-841(110),2,Zr6O4(OH)4(MTB)2(HCOO)4(H2O)4,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(MTB)2(HCOO)4(H2O)4,"['MTB', 'cooh', 'OH', 'O', 'H2O']","[2.0, 4.0, 4.0, 4, 4.0]",4,0,0,0,0,0,0.187134503,0.046783626,0,0,0.187134503,0,0,0.023391813,0.023391813,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156725146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156725146,0,0,0,0,0,0,1,0,0,0,0,0.753333821,0.616374269,0.216216216,0.663053265,0.279427534,0.288199464,0.110766399,0.051460994,0.051460994,0.101309942,0.587134503,0.156725146,0,0.070175439,0.070175439,0.046783626,0.626900585,0.313450292,0,0,0.156725146,0.156725146,0.156725146,0.005847953,0,0.140350877,0,0,0.023391813,0,0,0,0,0.023391813,1.461461988,1,0.666666667,0.666666667,0.666666667
46,N/A(80),2,Ni8(OH)4(H2O)2(L6)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L6)6,"['L6', 'OH', 'H2O']","[6.0, 4.0, 2.0]",3.45,0,0,0,0,0,0.25,0,0,0,0.166666667,0.083333333,0.083333333,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0.083333333,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,1,0,0,0,0,0.778388889,0.666666667,0.625,0.642576981,0.309243648,0.305076981,0.150455157,0.090505356,0.090505356,0.11,0.5,0.083333333,0,0.25,0.166666667,0.083333333,0.5,0.333333333,0,0,0.083333333,0.083333333,0.083333333,0,0.083333333,0.333333333,0,0.083333333,0,0,0,0,0,0.083333333,1.374583333,0.75,0,0.5,0.25
47,N/A(80),2,Ni8(OH)4(H2O)2(L8)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L8)6,"['L8', 'OH', 'H2O']","[6.0, 4.0, 2.0]",14.28,0,0,0,0,0,0.615384615,0,0,0,0.461538462,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673846154,0.615384615,1,0.684186707,0.299571322,0.353417476,0.165170277,0.109508215,0.109508215,0.090769231,0.461538462,0,0,0.307692308,0.307692308,0.076923077,0.153846154,0.153846154,0,0,0,0,0,0,0.076923077,0.538461538,0,0.076923077,0.038461538,0,0,0,0,0.115384615,0.551538462,0.75,0,0.5,0.25
48,N/A(80),2,Ni8(OH)4(H2O)2(L9)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L9)6,"['L9', 'OH', 'H2O']","[6.0, 4.0, 2.0]",14.11,0,0.1,0.1,0.2,0,0.1,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759108333,0.7,0.714285714,0.639442719,0.339442719,0.321942719,0.17722136,0.10486068,0.10486068,0.123,0.45,0,0.1,0.25,0.25,0,0.2,0.2,0,0,0,0.2,0,0,0.1,0.4,0,0.1,0,0,0,0,0,0.1,0.717,0.75,0,0.5,0.25
49,N/A(80),2,Ni8(OH)4(H2O)2(L10)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L10)6,"['L10', 'OH', 'H2O']","[6.0, 4.0, 2.0]",14.29,0,0,0.133333333,0.266666667,0,0.266666667,0,0,0,0.4,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717455556,0.666666667,0.8,0.659628479,0.326295146,0.339628479,0.176480906,0.111573787,0.111573787,0.108,0.466666667,0,0.066666667,0.266666667,0.266666667,0,0.133333333,0.133333333,0,0,0,0.133333333,0,0,0.066666667,0.466666667,0,0.066666667,0.033333333,0,0,0,0,0.1,0.478,0.75,0,0.5,0.25
50,N/A(80),2,Ni8(OH)4(H2O)2(L10-(CH3)2)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L10-(CH3)2)6,"['L18', 'OH', 'H2O']","[6.0, 4.0, 2.0]",14.29,0,0,0.121212121,0.242424242,0,0.242424242,0.060606061,0,0,0.303030303,0.060606061,0.060606061,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.060606061,0,0,0.060606061,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.060606061,0,0,0.090909091,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68765404,0.636363636,0.761904762,0.67541983,0.311783466,0.346631951,0.168012945,0.109006473,0.109006473,0.098181818,0.515151515,0,0.060606061,0.242424242,0.242424242,0.03030303,0.121212121,0.121212121,0,0,0,0.121212121,0,0.03030303,0.060606061,0.424242424,0,0.060606061,0.03030303,0,0,0,0,0.090909091,0.434545455,0.75,0,0.5,0.25
51,N/A(80),2,Ni8(OH)4(H2O)2(L10-(CF3)2)6,['Ni'],['8'],1.35,1.91,2,1.15716,7.6398,Ni8(OH)4(H2O)2(L10-(CF3)2)6,"['L19', 'OH', 'H2O']","[6.0, 4.0, 2.0]",14.28,0,0,0.111111111,0.222222222,0,0.222222222,0.111111111,0,0,0.222222222,0.055555556,0.055555556,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912680556,0.777777778,0.571428571,0.584906701,0.362684478,0.300631883,0.19245335,0.134520326,0.134520326,0.101666667,0.555555556,0,0.055555556,0.222222222,0.222222222,0,0.111111111,0.111111111,0,0,0.166666667,0.111111111,0,0.055555556,0.055555556,0.388888889,0,0.055555556,0.027777778,0,0,0,0,0.083333333,0.398333333,0.75,0,0.5,0.25
52,N/A(61),2,Zn2(BTC)(OH)-(H2O),['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,Zn2(BTC)(OH)-(H2O),"['BTC', 'OH', 'H2O']","[1.0, 1.0, 1.0]",3.14,0,0,0,0,0,0.571428571,0,0,0,0.285714286,0,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0,0,0,0,0.833892857,0.714285714,0.4,0.616642369,0.330928083,0.295213797,0.165464041,0.112493926,0.112493926,0.112857143,0.571428571,0.142857143,0,0.142857143,0.142857143,0.142857143,0.571428571,0.285714286,0,0,0.142857143,0.142857143,0.142857143,0,0,0.285714286,0,0,0.047619048,0,0,0,0,0.047619048,1.332142857,0.5,0,0.5,0.5
53,N/A(89),2,Zn(L14)(L15),['Zn'],['1'],1.35,1.65,2,-0.62,9.3942,Zn(L14)(L15),"['L14', 'L15']","[1.0, 1.0]",3.715,0.03125,0,0,0,0,0.639266304,0,0,0,0.380434783,0.043478261,0,0.03125,0.118206522,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.130434783,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0.5,0,0,0,0,0.785557122,0.626358696,0.687062937,0.67404263,0.325182521,0.344832989,0.173270176,0.112448152,0.12483875,0.075183424,0.591711957,0.03125,0,0.215013587,0.215013587,0.171195652,0.233695652,0.127717391,0,0,0.046875,0.074728261,0.03125,0.043478261,0.02173913,0.408288043,0,0,0.071671196,0,0,0,0,0.071671196,0.461786685,2,0,0,0
54,Ni-NIC(292),2,Ni2(NIC)4(H2O),['Ni'],['2'],1.35,1.91,2,1.15716,7.6398,Ni2(NIC)4(H2O),"['NIC', 'H2O']","[4.0, 1.0]",2.79,0,0,0,0,0,0.357142857,0,0,0,0.428571429,0.142857143,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,1,0,0,0,0,0.732803571,0.642857143,0.666666667,0.661693584,0.304550727,0.32240787,0.150390135,0.089133405,0.089133405,0.098571429,0.5,0.071428571,0,0.214285714,0.214285714,0.071428571,0.357142857,0.214285714,0,0,0.071428571,0.071428571,0.071428571,0,0.071428571,0.357142857,0,0,0.071428571,0,0,0,0,0.071428571,0.89625,2,0,0,0.5
55,NU-1000(283),2,Zr6(OH)16(TBAPY)2,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6(OH)16(TBAPY)2,"['TBAPY', 'OH']","[2.0, 16.0]",3.45,0,0,0,0,0,0.974358974,0,0,0,0.564102564,0,0,0.051282051,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,1,0,0,0,0,0.729363248,0.666666667,0.769230769,0.657256235,0.323922902,0.346358799,0.184397348,0.136536281,0.136536281,0.093846154,0.487179487,0.051282051,0,0.282051282,0.269230769,0.102564103,0.205128205,0.102564103,0,0,0.051282051,0.051282051,0.051282051,0,0,0.512820513,0,0,0.102564103,0,0.076923077,0.064102564,0,0.102564103,0.478205128,0.333333333,0,2.666666667,0
56,PCN-225(M)(192),2,Zr6O4(OH)4(OH)4(H2O)4(MTCPP)2,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(OH)4(H2O)4(MTCPP)2,"['TCPP', 'OH', 'O', 'H2O']","[2.0, 8.0, 4.0, 4.0]",3.36,0,0,0,0,0,0.711111111,0,0,0,0.555555556,0.088888889,0.111111111,0.044444444,0.044444444,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.044444444,0,0.022222222,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,1,0,0,0,0,0.732211111,0.666666667,0.8,0.656164897,0.322831563,0.344174012,0.182171715,0.131479017,0.131479017,0.096,0.466666667,0.044444444,0,0.3,0.277777778,0.088888889,0.222222222,0.133333333,0,0,0.044444444,0.044444444,0.044444444,0,0.022222222,0.511111111,0,0.044444444,0.044444444,0.011111111,0.133333333,0.088888889,0.022222222,0.077777778,0.543611111,0.333333333,0.666666667,1.333333333,0.666666667
57,"SCUTC-18(308, 309)",2,"Zn2(BDC)2(2,2ÂÃ_-dimethyl-BPY)",['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,"Zn2(BDC)2(2,2ÂÃ_-dimethyl-BPY)","['BDC', 'BPY22CH3']","[1.0, 2.0]",5.08,0,0,0,0,0,0.441595442,0.051282051,0,0,0.404558405,0.102564103,0,0.037037037,0.037037037,0,0,0,0,0,0.153846154,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.333333333,0,0,0,0,0.65005603,0.581196581,0.738095238,0.699898291,0.281094873,0.351607693,0.145604195,0.09519029,0.09519029,0.077663818,0.56980057,0.037037037,0,0.209401709,0.209401709,0.113960114,0.199430199,0.125356125,0,0,0.037037037,0.037037037,0.037037037,0.051282051,0.051282051,0.367521368,0,0,0.06980057,0,0,0,0,0.06980057,0.510626781,1.5,0,0,0
58,"UiO-66(31, 41, 42, 58, 98, 101, 110, 310)",2,Zr6O6(BDC)12,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(BDC)12,"['BDC', 'O']","[12.0, 6.0]",3.32,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,2,1,0,0
59,UiO-66-MM(99),2,Zr6O6(BDC-CH3)12,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(BDC-CH3)12,"['BDCCH3', 'O']","[12.0, 6.0]",3.26,0,0,0,0,0,0.476190476,0.095238095,0,0,0.285714286,0,0,0.095238095,0.095238095,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,1,0,0,0,0,0.714916667,0.619047619,0.461538462,0.672999674,0.292047293,0.327761579,0.146023647,0.098805474,0.098805474,0.087619048,0.619047619,0.095238095,0,0.142857143,0.142857143,0.142857143,0.380952381,0.19047619,0,0,0.095238095,0.095238095,0.095238095,0.047619048,0,0.285714286,0,0,0.047619048,0,0,0,0,0.047619048,0.888095238,2,1,0,0
60,"UiO-66-NH2(31, 42, 47, 97, 98, 311)",2,Zr6O6(BDC-NH2)12,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(BDC-NH2)12,"['BDCNH2', 'O']","[12.0, 6.0]",4.03,0,0,0,0,0,0.5,0,0,0,0.3,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0.754779167,0.65,0.461538462,0.654010338,0.304010338,0.312551358,0.152005169,0.102426088,0.102426088,0.102,0.6,0.1,0,0.15,0.15,0.15,0.45,0.25,0,0,0.1,0.1,0.15,0,0,0.3,0,0,0.05,0,0,0,0,0.05,1.25775,2,1,0,0
61,Zn-DMOF-A(75),2,"Zn2(1,4-ADC)2(DABCO)",['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,"Zn2(1,4-ADC)2(DABCO)","['DABCO', 'ADC']","[1.0, 2.0]",5.006666667,0,0,0,0,0,0.577777778,0,0,0,0.355555556,0,0,0.044444444,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.648859259,0.577777778,0.8,0.701195857,0.278973635,0.360038306,0.153005048,0.10735879,0.10735879,0.065333333,0.511111111,0.044444444,0,0.327777778,0.177777778,0.044444444,0.211111111,0.122222222,0,0,0.044444444,0.044444444,0.044444444,0,0,0.344444444,0.1,0,0.116666667,0,0.222222222,0.194444444,0.05,0.066666667,0.441444444,1.5,0,0,0
62,"Zn-DMOF-TM(75, 76)",2,Zn2(BDC-(CH3)4)2(DABCO),['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,Zn2(BDC-(CH3)4)2(DABCO),"['DABCO', 'BDC4CH3']","[1.0, 2.0]",5.306666667,0,0,0,0,0,0.222222222,0.177777778,0,0,0,0,0,0.044444444,0.044444444,0,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366666667,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.567355556,0.488888889,0.583333333,0.745640301,0.23452919,0.371149417,0.119671715,0.085136568,0.085136568,0.042222222,0.688888889,0.044444444,0,0.216666667,0.066666667,0.133333333,0.211111111,0.122222222,0,0,0.044444444,0.044444444,0.044444444,0.088888889,0,0.166666667,0.1,0,0.072222222,0,0.133333333,0.15,0.05,0.022222222,0.441444444,1.5,0,0,0
63,Zn-MOF-508(77),2,Zn2(BDC)2(BPY),['Zn'],['2'],1.35,1.65,2,-0.62,9.3942,Zn2(BDC)2(BPY),"['BDC', 'BPY']","[1.0, 2.0]",4.606666667,0,0,0,0,0,0.518518519,0,0,0,0.548148148,0.133333333,0,0.037037037,0.037037037,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0.333333333,0,0,0,0,0.690232099,0.622222222,0.833333333,0.678573372,0.300795595,0.342462261,0.156971584,0.097822068,0.097822068,0.090740741,0.485185185,0.037037037,0,0.255555556,0.255555556,0.07037037,0.214814815,0.140740741,0,0,0.037037037,0.037037037,0.037037037,0,0.066666667,0.444444444,0,0,0.085185185,0,0,0,0,0.085185185,0.560203704,1.5,0,0,0
64,ZnPO3(292),2,(C6H14N)2Zn3(HPO3)4,['Zn'],['3'],1.35,1.65,2,-0.62,9.3942,(C6H14N)2Zn3(HPO3)4,"['HPO3', 'C6H14N']","[4.0, 2.0]",3.053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031746032,0,0.253968254,0.063492063,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0.031746032,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.111111111,0,0,0,0,0,0,0.333333333,0.882399471,0.555555556,0,0.684935284,0.339871638,0.28566266,0.20554583,0.037686739,0.087377139,0.002857143,0.761904762,0.111111111,0,0,0,0.317460317,0.682539683,0.349206349,0.015873016,0,0.111111111,0.238095238,0.111111111,0.095238095,0,0,0,0,0,0,0,0,0,0,1.654007937,2,0,0,0
65,CAU-10-CH3(59),2,Al(OH)(ISO-CH3),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-CH3),"['ISOCH3', 'OH']","[1.0, 1.0]",3.55,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
66,CAU-10-H(59),2,Al(OH)(ISO-H),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-H),"['ISO', 'OH']","[1.0, 1.0]",3.55,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
